unikey3,性別,年齡,縣市,OB等級,星座,會員年資_天數,是否獨居,是否為寵愛自己名單,高健康意識,高美麗意識,健檢標籤,美容標籤,保健標籤,有無養寵物,全通路歷史累積消費金額,全通路歷史累積消費件數,全通路近三年累積消費金額,全通路近三年累積消費件數,全通路近一年累積消費金額,全通路近一年累積消費件數,全通路近一年保健消費金額,全通路近一年保健消費件數,全通路近一年美容消費金額,全通路近一年美容消費件數,ob歷史累積消費金額,ob歷史累積消費件數,OB近三年累積消費金額,OB近三年累積消費件數,OB近一年累積消費金額,OB近一年累積消費件數,OB近一年保健消費金額,OB近一年保健消費件數,OB近一年美容消費金額,OB近一年美容消費件數,三年內有高單一次付清,三年內買過黃金鑽石,十年地址不變,商務菁英,房產投資客,打高爾夫,有富等信用卡,有高價保單,科學園區3公里內,買過大額禮券,買過收藏品,退休保健族,重金珠寶客,關注理財,高價地段,高社經地位職業,persona,rr
10271594,女,43.0,高雄市小港區,B,天蠍座,5732,否,否,是,否,否,否,是,否,421834.57147,73,162848.57144,25,40781.904760000005,7,40781.904760000005,7,0.0,0,340500.95242999995,49,149306.66667999994,21,40781.904760000005,7,40781.904760000005,7,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶一家四口，包括她、丈夫、兩個小孩和她的父親，住在一棟四層樓的透天厝，主要活動空間在二樓。
    2) 客戶的丈夫在工地工作，偶爾幫忙家庭烘焙事業，負責產品製作，夫妻感情良好。
    3) 客戶有兩個小孩，兒子目前國中，女兒11歲，兩人都在補習英文，兒子愛運動且有過敏體質，女兒比母親漂亮。
    4) 客戶的婆婆69歲，與他們分開居住，婆媳關係一般，婆婆不喜歡她的女兒。
    5) 客戶與家人討論生活開銷和經濟壓力，並教育孩子理財的重要性。

2. 健康狀況
    1) 客戶皮膚在生完小孩後變得容易過敏，接觸某些物質會引發癢感。
    2) 客戶目前感冒中，並曾多次感冒。
    3) 客戶的體重為56公斤，曾達到57公斤，對體重變化較為在意。
    4) 客戶的兒子有過敏體質，可能與肺部健康有關，但生病後恢復較快。

3. 職業背景
    1) 客戶目前沒有外出工作，主要在家中幫助丈夫經營烘焙事業，負責材料準備、文宣設計和行銷。
    2) 客戶對手作和烘焙有興趣，結婚後開始接觸烘焙，並在過年期間忙於出貨和處理訂單。

4. 健康食品使用心得
    1) 客戶和家人有食用益生菌的習慣，但目前家中益生菌存量充足，尚未開始食用。
    2) 客戶和家人有使用葉黃素，並計劃再次購買，丈夫也有在服用。
    3) 客戶曾購買幹細胞產品，尚未完全使用完，丈夫也有在食用相關產品。
    4) 客戶主要服用維他命C，並已經開始食用第三瓶膠囊保健食品。
    5) 客戶的兒子和女兒分別喜歡不同品牌的益生菌，丈夫偏好膠囊形式的保健品。

5. 禁忌
    1) 客戶的兒子和丈夫不喜歡中藥味，丈夫對中藥味敏感。
    2) 客戶有時因忙於照顧小孩而忘記服用保健品。
    3) 客戶不使用精油，家人也不習慣她化妝，認為她天然的樣子更好。",1
10278844,女,57.0,台南市安南區,Z,雙魚座,5730,否,否,是,否,否,是,是,否,179271.42852999998,114,44729.52381,22,20817.142860000004,12,11247.61905,7,1154.28571,1,8958.095229999999,6,7015.23809,4,3312.38095,3,3312.38095,3,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶提到母親有高血壓的遺傳病史。
    2) 客戶提到家人沒有在吃關節補充營養品。
    3) 客戶提到姐姐有在吃龜鹿膠，並認為口感不錯。

2. 健康狀況
    1) 客戶年齡57歲，提到脖子緊繃及肩頸痠痛，原因是之前受過傷。
    2) 客戶眼睛不適，因此很少使用LINE。
    3) 客戶提到目前身體狀況還好，但平常比較少運動。

3. 職業背景
    1) 客戶提到今天是16號，她在白班工作。
    2) 客戶表示先生不在家，未提及其他職業相關資訊。

4. 健康食品使用心得
    1) 客戶根據需求購買保健品，例如脖子痛時會購買相關產品嘗試效果。
    2) 客戶有服用膠原飲，每天一瓶，有時會忘記喝，但一般會連續喝一個月，認為口感可以接受但有一點腥味，效果一般。
    3) 客戶有在服用益生菌，通常在睡前服用，且使用不同品牌的產品。
    4) 客戶曾購買過膠原蛋白產品，但認為效果一般。
    5) 客戶提到過去購買的保健食品通常使用三個月，但效果不如預期。
    6) 客戶目前每天服用兩顆保健食品，但效果尚未明顯。
    7) 客戶提到目前還有一盒之前的保健品尚未吃完。
    8) 客戶表示想購買B群產品，並提到B群產品有很多種類。
    9) 客戶提到之前專員介紹過華陀的益生菌產品。
    10) 客戶曾幫朋友訂購過侯佩岑代言的酵素產品，但她自己不會購買此類產品。
    11) 客戶表示之前有人送過三得利的保健食品，但她不會使用。

5. 禁忌
    1) 客戶表示目前對幹細胞產品沒有興趣。
    2) 客戶表示目前沒有購買顧骨頭或顧眼睛的產品需求。
    3) 客戶提到她對於未曾使用過的產品持排斥態度。
    4) 客戶不參與直銷產品。",1
10279751,女,68.0,台南市東區,D,獅子座,5914,否,否,否,否,否,否,否,否,50654.28573,45,6968.571429999999,6,3312.38095,3,0.0,0,0.0,0,4958.09524,5,760.95238,1,760.95238,1,0.0,0,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
10287287,女,66.0,台南市永康區,A,白羊座,5728,否,否,是,是,否,是,是,否,1740599.0477399998,398,794279.0476800004,103,345067.61908000003,23,317066.66666,8,8903.80953,4,1521816.1904500003,140,743968.57144,30,337323.8095300001,13,317066.66666,8,7723.80953,3,是,否,否,否,否,否,0,否,否,否,否,是,0,否,是,否,"1. 家庭關係
    1) 客戶有兩個小孩，其中一個在泰國，另一個不詳。
    2) 客戶有兩個孫子，其中一個兩歲半，另一個三歲半，客戶主要負責照顧孫子，經常陪伴他們玩耍，並處理家務。
    3) 客戶的丈夫接近70歲，身體健康，無高血壓或心血管問題，但工作繁忙，無法分擔家務。
    4) 客戶每週至少與家人聚會一次，並提到全家人曾一起外出用餐。

2. 健康狀況
    1) 客戶65歲，已退休，偶爾進行健康檢查。
    2) 客戶提到心臟有問題，需避免麻煩的操作。
    3) 客戶眼睛不好，操作ATM時容易出錯。
    4) 客戶提到皮膚狀況良好，但不使用保養品、防曬乳或隔離霜。
    5) 客戶提到天氣涼時會感冒。

3. 職業背景
    1) 客戶曾是退休老師，現在自己開公司，負責每月兩次的帳務處理。
    2) 客戶表示年輕人做事態度讓她不放心，因此仍在管理公司。

4. 健康食品使用心得
    1) 客戶曾購買多種保健食品，包括燕窩、黃馬褂人蔘、扶元堂的燕窩和高麗蔘、安利蛋白素、魚油、龜鹿膏、白藜蘆醇、胎盤素、玻尿酸、倍護膠囊等。
    2) 客戶對黃馬褂人蔘的效果滿意，認為其改善了精神狀況和體力。
    3) 客戶對東森倍護膠囊和安利蛋白素的效果表示滿意，但對某些保健食品如胎盤素、白藜蘆醇和玻尿酸等感到壓力或不再購買。
    4) 客戶通常隔天食用一次燕窩，每次喝一小罐，並喜歡自己煮燕盞。
    5) 客戶提到家中有多盒保健食品存貨，部分產品因過期未使用。

5. 禁忌
    1) 客戶不喜歡吃人蔘類保健食品，家中收到的正官庄人蔘產品未使用。
    2) 客戶不使用青春露、益生菌、葉黃素等產品，並對某些保健食品的購買感到壓力。
    3) 客戶不喜歡出國旅遊，認為整理行李和旅遊過程麻煩。
    4) 客戶不喜歡過生日，並表示不需要贈品。
    5) 客戶對某些洗髮精效果不滿意，並不使用香水或敷面膜。",1
10315066,男,81.0,新竹縣湖口鄉,D+,雙子座,5722,否,否,否,否,否,否,是,否,12704.7619,8,4247.61905,2,4247.61905,2,2828.57143,1,0.0,0,2828.57143,1,2828.57143,1,2828.57143,1,2828.57143,1,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
10376198,男,48.0,高雄市苓雅區,D,射手座,5705,否,否,否,否,否,否,否,否,13684.76192,18,4366.666659999999,6,2282.85714,3,0.0,0,0.0,0,3423.80952,5,3423.80952,5,2282.85714,3,0.0,0,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
10393197,女,37.0,台北市中正區,C,天秤座,5702,否,是,否,否,否,是,是,是,176240.00010000003,135,47423.8096,56,23327.61908,25,14260.00002,17,5367.619060000001,7,69306.66678,95,46764.76198000001,55,23327.619079999997,25,14260.00002,17,5367.619060000001,7,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
10577818,女,74.0,新北市板橋區,D+,雙魚座,5644,是,否,是,否,否,是,是,否,250981.90474,80,148628.57142,27,47109.5238,10,40087.61905,4,0.0,0,188508.57143,28,128437.14286,13,40087.61905,4,40087.61905,4,0.0,0,否,否,否,否,否,否,0,否,否,否,否,是,0,否,否,否,"1. 家庭關係
    1) 客戶有一位女兒，女兒已大學畢業，曾購買運動鞋和臉部保養品給她，並曾是該公司的會員，後來客戶自己加入會員。
    2) 客戶的父親和母親身體狀況不佳，母親住在安養中心，父親曾因脖子問題需要坐下。
    3) 客戶提到有小孩子，並提到老爸和老公。
    4) 客戶住在三重，家人住在高雄。

2. 健康狀況
    1) 客戶有高血壓、糖尿病前期，並服用慢性處方簽藥物控制血糖，效果良好。
    2) 客戶有老花眼、腰痠背痛、膝蓋痛及足底筋膜炎，並有在服用相關藥物治療。
    3) 客戶血糖狀況不佳，需定期抽血檢查，並有飲食限制。
    4) 客戶體重增加，身材較高且寬，穿衣需選擇寬鬆尺寸。
    5) 客戶有低血壓，平時運動量較少，最近運動量減少，心情不佳。

3. 職業背景
    1) 客戶未提及具體職業，但提到目前過著慢火的生活，避免大動作並調整生活節奏。
    2) 客戶曾參加板橋車站的車展，並提到每月支付1380元的扣款已持續十多年。

4. 健康食品使用心得
    1) 客戶有服用幹細胞產品、葉黃素、益生菌、玻尿酸、乳清蛋白、魚油等保健食品，並表示幹細胞產品每天早晚各服用兩顆，益生菌每天吃一條果凍型，魚油飯後服用。
    2) 客戶有購買黑木耳露、白木耳露、燕窩、亞培安素等健康食品，並與家人分享。
    3) 客戶喜歡搭配魚油、雞胸肉等食材進行烹飪，早餐通常喝牛奶搭配其他食物。
    4) 客戶曾購買美雅黑益生菌、酵素、黑米和五穀雜糧產品，並表示某些商品性價比高。
    5) 客戶曾購買萬歲牌堅果，但因味道不合未食用，且不喜歡龜苓膏的味道。

5. 禁忌
    1) 客戶不吃辣、不吃代糖產品，偏好有糖飲品。
    2) 客戶不吃魚油，並不喜歡龜苓膏的味道，認為其像中藥。",1
10582701,女,63.0,新北市三峽區,D+,水瓶座,5642,是,否,是,否,是,否,是,否,116253.33335,40,80543.80953999999,16,6228.57144,3,6228.57144,3,0.0,0,67038.09525,10,65333.33335000001,9,6228.57144,3,6228.57144,3,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶是家中五個兄弟姐妹中的老大，需照顧家人，並幫助弟弟分擔家庭責任。
    2) 客戶的母親88歲，過去能很好地照顧自己，但現在身體較胖且需要保養，並且吃素。
    3) 客戶有兩個弟弟和兩個妹妹，其中一位弟弟的配偶已過世，弟弟有兩個小孩目前在中國生活。
    4) 客戶提到她需要早起陪媽媽回家，並負責購買無農藥食材準備便當。
    5) 客戶提到今天帶孫子出來買東西。

2. 健康狀況
    1) 客戶有血糖問題，尚未改善，因此不吃某些食物。
    2) 客戶的胃不是很好，且身體屬於燥熱，不能吃人蔘、桂圓等補品。
    3) 客戶曾騎腳踏車一年改善膝蓋疼痛問題，現在仍有運動習慣。
    4) 客戶的腳曾受傷，現在會感到麻木，且五六年前曾治療腳踝下方的病症。
    5) 客戶最近壓力大，體重增加了三公斤，且身體有疼痛部位需要看醫生。
    6) 客戶重視骨頭保養，但對某些補品感到害怕。

3. 職業背景
    1) 客戶表示目前正在工作，要求晚點再聯繫。
    2) 客戶提到她的弟弟剛開始上班，自己需要幫助弟弟分擔家庭責任。

4. 健康食品使用心得
    1) 客戶目前服用骨頭保健食品，每天服用兩顆，並改為早上飯後服用。
    2) 客戶曾購買陳美鳳代言的保健食品，但因搬家耽誤了使用，尚未吃完。
    3) 客戶每天服用維他命B6和B12各一顆，早上服用B群和維他命C。
    4) 客戶喝牛奶和芝麻，早晚飲用後感覺身體狀況有所改善。
    5) 客戶曾使用青春露，但覺得效果沒有特別好。
    6) 客戶表示保養品最好是一到兩種，最多三種，避免造成腎臟負擔。
    7) 客戶多喝水、多排尿以維持腎臟健康。
    8) 客戶曾購買過補鈣產品，並有意願嘗試亞麻仁油。
    9) 客戶的兒子正在嘗試食用某產品，計劃觀察效果後再決定是否購買更多。

5. 禁忌
    1) 客戶不能吃人蔘、桂圓等燥熱補品。
    2) 客戶表示目前身體有狀況，疼痛部位需要看醫生，因此暫時不敢亂吃保健食品。
",1
10592928,女,76.0,新竹縣竹北市,D,水瓶座,5639,否,否,否,否,否,是,是,否,92191.42856,58,40536.1905,20,10474.28572,6,0.0,0,3189.52381,2,17540.0,11,11122.85714,6,4408.57143,3,0.0,0,3189.52381,2,否,否,是,否,否,否,0,否,否,否,否,是,0,否,否,否,,1
10671238,男,68.0,桃園市龜山區,A,巨蟹座,5612,否,否,是,是,否,是,是,否,3283988.571599999,559,263316.1905900001,100,140664.76196,30,129934.28577,27,2274.28571,1,2892244.76188,310,98456.19049,8,89026.66668,7,89026.66668,7,0.0,0,是,否,否,否,否,否,1,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 未提及具體家庭關係。

2. 健康狀況
    1) 客戶定期進行健康檢查，每半年一次。
    2) 三酸甘油酯和膽固醇檢查結果屬於正常範圍。
    3) 客戶目前有在服用苦瓜胜肽，三餐飯前各服用一顆。

3. 職業背景
    1) 未提及具體職業背景。

4. 健康食品使用心得
    1) 客戶曾購買華陀的產品，包括基金和直樂清，每天服用一克，但認為效果只是治標。
    2) 客戶目前服用苦瓜胜肽，三餐飯前各服用一顆。
    3) 客戶去年曾購買萬歲牌堅果，共購買五組，每組價格為七百五十二元。
    4) 客戶曾在官方網站上查看益生菌和骨頭保養品。

5. 禁忌
    1) 客戶每次飯後服用保健品。
    2) 客戶不喜歡囤貨，購物時不選擇分期付款，會直接支付全額。
    3) 客戶目前很少購買高價商品，偏好價格較低的商品。
    4) 客戶目前很少外出，主要在家附近走動。
    5) 客戶建議不要在晚上聯繫，因為晚上不方便接電話。",1
10676748,女,57.0,新北市中和區,C,雙子座,5610,否,否,否,否,否,是,是,否,96722.85711,56,22552.38095,14,11185.714290000002,6,7150.47619,2,1885.71429,1,23129.5238,13,12369.52381,8,7068.57143,3,5641.90476,1,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 家中有小朋友，但小朋友不吃B群。
    2) 小朋友曾在東森購物上班，並參與過東森的員工活動。

2. 健康狀況
    1) 客戶有高血壓，並服用相關藥物。
    2) 客戶有胃酸過多的問題，避免暴飲暴食及刺激性食物如咖啡、辣椒、茶和甜食。
    3) 最近感冒，並有腸胃問題。
    4) 客戶有在服用更年期保養產品。
    5) 客戶有在點眼藥水。

3. 職業背景
    1) 客戶是美容師，從事美容相關工作。
    2) 客戶的公司有自己的研發團隊和生產線，專門製作高檔保養品，主要面向沙龍店家和美容師，並提供相關課程。
    3) 客戶曾學過生物科技，並從事與生物科技相關的工作。

4. 健康食品使用心得
    1) 客戶有在服用多種保健食品，包括葉黃素、綠蜂膠、蜂王乳、日本的保健食品（如目然、鈣片）及以色列品牌的保健食品。
    2) 客戶曾服用長庚的好順暢益生菌，目前收到益生菌但尚未食用。
    3) 客戶目前有在使用日本的芝麻靈芝保健食品。
    4) 客戶提到葉黃素幾乎沒吃完，但有時每天吃兩顆，通常在中午吃飽後服用。
    5) 客戶不想囤積太多保健食品，並對粒線體相關產品的價格較為關注。

5. 禁忌
    1) 客戶避免暴飲暴食及刺激性食物如咖啡、辣椒、茶和甜食。
    2) 客戶目前不需要幹細胞產品，未查看相關資訊。",1
10700965,男,87.0,新北市板橋區,Z,天蠍座,5602,否,否,否,否,否,否,否,否,14700.95236,18,10653.33332,14,1521.90476,2,0.0,0,0.0,0,10653.333319999998,14,10653.33332,14,1521.90476,2,0.0,0,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶家中只有兩口人，與先生同住。
    2) 客戶和先生年齡分別為86歲和90歲。
    3) 客戶表示先生曾因服用過多西藥導致胃出血，後來住院並接受治療。
    4) 客戶提到先生曾在榮總進行脊椎手術，手術成功且恢復良好。

2. 健康狀況
    1) 客戶年齡為86歲，並提到自己有坐骨神經痛的問題。
    2) 客戶血糖偏高，醫生建議少吃飯並控制飲食以維持血糖水平。
    3) 客戶表示腎臟科醫生要求所有服用的藥物需經過核准。
    4) 客戶提到先生曾因健康問題住院並接受治療。

3. 職業背景
    1) 客戶目前正在與電腦工程師合作修理電腦。
    2) 客戶表示貨到付款的方式由她處理，其他人不管。

4. 健康食品使用心得
    1) 客戶每天服用維他命，包括維他命A、E和B群。
    2) 客戶表示不吃杏仁粉或機能粉等保健食品，也不喝保健品類的飲品。
    3) 客戶家中有許多保養品，包括人蔘、葉黃素、基金等，部分是朋友送的，目前仍未使用完畢。
    4) 客戶提到家中有許多零食和食材，包括紅棗、枸杞等，部分存放在冰箱或冷凍庫。

5. 禁忌
    1) 客戶表示不喜歡吃維他命或健康食品，但每天服用維他命。
    2) 客戶提到先生曾因服用過多西藥導致胃出血，需注意藥物使用。
    3) 客戶表示腎臟科醫生要求所有服用的藥物需經過核准。",1
10713429,女,64.0,高雄市苓雅區,C,摩羯座,5597,否,否,是,否,否,是,是,否,277089.52379000006,123,104811.42854999998,59,23461.90476000001,27,18485.71428,20,1219.04762,1,240109.52381,93,103224.76189,57,22538.09524,26,18485.714280000007,20,1219.04762,1,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶與家人同住，家中有一位60歲的親人、兩個兒子及一位女兒。
    2) 客戶的女兒在新加坡工作，曾提到與兒子一起外出看過某個地方。
    3) 客戶的老公目前沒有工作，正在找工作，並計劃過年後到台北或華北工作。

2. 健康狀況
    1) 客戶提到有排便問題，排便較為困難，並有睡眠障礙。
    2) 客戶表示沒有服用處方藥物，且沒有三高、血糖或膽固醇相關的問題。
    3) 客戶的兒子因車禍導致韌帶斷裂，需要開刀。
    4) 客戶每年會安排一次健康檢查，並提到免疫力和抵抗力對她來說很重要。

3. 職業背景
    1) 客戶目前在醫院工作，工作時間為凌晨三點至下午三點，工作內容包括接頭、騎車等，工作地點有冷氣和抽風機。
    2) 客戶的工作非常忙碌，經常沒有時間休息，且每天在醫院走動，屬於勞動性工作。
    3) 客戶的老公從事技術型工作，目前正在找工作。

4. 健康食品使用心得
    1) 客戶有服用魚油，每天飯後吃兩顆，認為其有助於降膽固醇、降三高、新陳代謝及保護眼睛。
    2) 客戶有服用葉黃素，認為對飛蚊症有改善效果，並提到目前手邊還有剩餘。
    3) 客戶曾購買過德國原裝進口的發泡錠，認為其有助於促進鈣吸收、提升免疫力和抵抗力。
    4) 客戶曾服用枸杞原汁、龜鹿飲品、納豆、綠蜂膠、桑葚汁、蔓越莓及人參產品，並用人參泡牛奶飲用。
    5) 客戶有在保養骨頭，並提到補骨胜肽產品尚未吃完。
    6) 客戶曾購買過華陀福元堂的苦瓜胜肽，並表示會購買補品。
    7) 客戶曾購買白藜蘆醇產品，包含兩盒共一百包。
    8) 客戶提到之前有服用與眼睛健康相關的產品，但效果不明顯。

5. 禁忌
    1) 客戶不喜歡吃泡麵的調味料，會用肉和蔬菜來調味。
    2) 客戶表示沒有在吃燕窩。",1
10724944,男,76.0,桃園市龍潭區,D+,雙子座,5593,否,否,是,否,否,是,是,否,195391.42859,74,36581.90477,18,9447.61905,5,7476.190479999999,3,0.0,0,117496.19048999998,38,11990.47619,6,6600.0,4,4628.57143,2,0.0,0,否,否,否,否,否,否,0,否,否,否,否,是,0,否,否,否,"1. 家庭關係
    1) 客戶目前與配偶分房居住，已維持此狀況約20年。
    2) 客戶有兩個子女，分別為一男一女，年齡約三四十歲。
    3) 配偶曾在國貿系畢業，並到美國從事生意相關工作，擁有多棟房產，且生活費多由配偶支付。
    4) 客戶有兩個傭人，並提到女兒常常購買魚油並拿給他使用。
    5) 客戶表示目前的經濟來源主要依靠小孩。

2. 健康狀況
    1) 客戶目前身體狀況良好，沒有明顯的不適或疼痛感，但有尿蛋白偏高及痛風問題，並每天服用醫生開立的藥物。
    2) 客戶提到眼袋問題較多，並認為護膚禮組效果不錯。
    3) 客戶年齡75歲，身高約158公分，體重約60公斤，身形偏直筒。
    4) 客戶表示年紀大了，平時在家裡主要是種菜，並提到熬夜的情況。

3. 職業背景
    1) 客戶曾在船上工作四年，薪水以港幣計算，約九千八港幣，匯率約為1比7.8。
    2) 客戶曾在台灣的商業工會工作，負責協調工廠倒閉及員工薪資問題。

4. 健康食品使用心得
    1) 客戶曾購買美國品牌的魚油保健品，並每天服用10cc，一瓶250cc可使用25天，口感像沙拉油但能接受。
    2) 客戶曾購買南瓜籽保健品，針對攝護腺保養，並提到曾購買黑芝麻粉及苦茶油相關產品。
    3) 客戶每天早上會喝一瓶立正人參膠囊飲品，並曾花四萬多元購買人參膠囊，每天服用一顆。
    4) 客戶偶爾服用B群，並提到喝綠茶。
    5) 客戶表示家裡有很多保健品，像藥罐子一樣，認為太多了不行。

5. 禁忌
    1) 客戶表示不喜歡白色、黑色、灰色的物品，認為這些顏色不吉利，偏好金色、藍色、綠色、紫色。
    2) 客戶表示近期花費較多，包括牙齒修復、保險費及旅遊支出，因此不打算購買其他保健品。
    3) 客戶認為金錢有限，不應隨便花費。
",1
10738093,女,76.0,桃園市中壢區,D+,摩羯座,5588,否,否,是,否,否,否,是,否,194444.76191,73,94622.85712,17,39009.5238,4,28380.95238,1,0.0,0,142083.80951,30,94622.85712,17,39009.5238,4,28380.95238,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶目前與家人住在一起，家中有一隻從外面撿來的狗。
    2) 客戶有一個兒子和一個女兒，女兒經營小吃店，並且每週四固定休息，最近十幾天未開店。
    3) 客戶的孫女已婚並有一個八歲的孩子，還有一個兩歲的孫子。
    4) 客戶的兒子曾為她購買葉黃素，並且每月提供生活費。
    5) 客戶的女兒有時會幫忙照顧孫子，並曾幫她繳費和購買生活用品。
    6) 客戶的親家母患有糖尿病，客戶曾將購買的燕窩送給親家母。
    7) 客戶的妹妹今年六十歲，弟弟比她小八歲。

2. 健康狀況
    1) 客戶年齡七十多歲，健康狀況一般，無大病但有小毛病，曾罹患癌症並已痊癒多年，但仍擔心復發。
    2) 客戶有高血壓，每天服用血壓藥和心臟藥，並有氣喘問題。
    3) 客戶的眼睛有退化問題，視力不佳，並有服用葉黃素。
    4) 客戶每年四五月份因體質原因會出現皮膚過敏，變天時額頭會長疹子。
    5) 客戶曾進行過微創手術，部分費用由健保支付。
    6) 客戶因天氣炎熱感到全身疼痛，並提到睡眠狀況不佳，偶爾服用助眠藥物。
    7) 客戶曾因水土不服生病，且年輕時常拉肚子，但現在情況有所改善。

3. 職業背景
    1) 客戶年輕時曾經開過餐廳並親自下廚，後來從事看護工作。
    2) 客戶目前已退休，主要在家中休息，偶爾幫忙做家務或協助女兒的店務。

4. 健康食品使用心得
    1) 客戶目前有在服用幹細胞相關保健食品，並表示每天服用。
    2) 客戶有收到葉黃素和大豆異黃酮，但尚未使用。
    3) 客戶有收到燕窩產品，部分已飲用，部分送給親家母。
    4) 客戶收到的鱸魚精只有一盒，尚未完全食用。

5. 禁忌
    1) 客戶因健康狀況不佳，飲食清淡，主要吃魚和海鮮，避免食用肉類和胡椒。
    2) 客戶不敢食用兒子從韓國帶回的紅參，因擔心影響健康。
    3) 客戶不敢將某些物品丟入馬桶，曾因堵塞花費四千元通管。
    4) 客戶不接聽不認識的電話，並會刪除不認識的來電號碼。",1
10774079,女,74.0,桃園市觀音區,Z,天秤座,5575,否,否,是,否,否,否,是,否,8036.190479999999,6,5398.09524,4,2550.47619,3,2550.47619,3,0.0,0,2550.47619,3,2550.47619,3,2550.47619,3,2550.47619,3,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶表示自己獨居，認為家中存放太多現金有危險。
    2) 客戶提到女兒會幫忙準備營養補給品，包括益生菌、葉黃素和魚油，並且女兒有買葉黃素給她服用。

2. 健康狀況
    1) 客戶提到自己已超過75歲，注重健康與平安。
    2) 客戶曾動過白內障手術，手術後視力有改善，但眼睛較乾，可能需要再次手術。
    3) 客戶表示目前有在服用降三高或血糖相關的藥物。
    4) 客戶曾接受過膝蓋玻尿酸注射療程，但已多年未再進行。
    5) 客戶早上通常較晚進食，午餐時間約在下午兩點左右。

3. 職業背景
    1) 客戶提到自己是家庭主婦，並且已經退休多年。
    2) 客戶每年參加一次由某團體組織的活動，活動中有吃有喝且不需自費。

4. 健康食品使用心得
    1) 客戶表示自己有在服用葉黃素和魚油，且葉黃素已服用多年，固定使用同一品牌，魚油成分含量達百分之九十。
    2) 客戶提到家中有五包益生菌尚未開封，並且魚油是買一年份，價格約一千四百元。
    3) 客戶表示女兒幫忙準備的保健食品包括益生菌、葉黃素和魚油。
    4) 客戶決定購買兩個月份的葉黃素，每月價格為599元。

5. 禁忌
    1) 客戶提到自己有購買維他命C，但未服用，放置在家中。
    2) 客戶表示自己有健走的習慣，因此認為不需要額外補充B群。
    3) 客戶表示目前還沒有想要使用綜合維他命。
    4) 客戶提到自己不會使用LINE，僅習慣使用電話進行聯絡。
    5) 客戶表示平常不會認真看簡訊，且最近都沒有在看購物台。
    6) 客戶曾嘗試使用點數購物，但因操作困難而放棄。
    7) 客戶表示目前不需要購買任何商品。",1
